-0.1	-0.1
-0.109772	-0.0954469
-0.119028	-0.089661
-0.127642	-0.0826284
-0.135491	-0.0743477
-0.14245	-0.0648307
-0.148397	-0.0541025
-0.153212	-0.0422023
-0.156781	-0.0291831
-0.158996	-0.015112
-0.159755	-6.95518e-05
-0.158966	0.0158502
-0.156546	0.0325405
-0.152425	0.0498822
-0.146544	0.0677443
-0.138857	0.0859846
-0.129336	0.10445
-0.117964	0.122977
-0.104746	0.141392
-0.0897007	0.159513
-0.0728678	0.177145
-0.0543062	0.194088
-0.0340953	0.21013
-0.0123361	0.225053
0.0108482	0.238633
0.0353117	0.250637
0.0608852	0.260833
0.0873761	0.268986
0.114569	0.274865
0.142224	0.278247
0.170083	0.278922
0.197864	0.276699
0.225269	0.27141
0.251986	0.262921
0.277688	0.251131
0.302044	0.235983
0.324716	0.217466
0.345371	0.195616
0.363677	0.170516
0.379318	0.142298
0.391989	0.111135
0.401408	0.0772405
0.407313	0.040857
0.409469	0.00225267
0.407667	-0.0382876
0.401729	-0.0804681
0.391506	-0.123988
0.37688	-0.168544
0.357761	-0.213832
0.334092	-0.259546
0.305846	-0.305371
0.273029	-0.350979
0.235679	-0.396017
0.193873	-0.440096
0.14773	-0.482778
0.0974128	-0.523558
0.043142	-0.561856
-0.014801	-0.597004
-0.0760633	-0.628241
-0.140211	-0.654715
-0.206722	-0.6755
-0.274978	-0.689624
-0.344265	-0.696107
-0.413771	-0.69403
-0.482603	-0.682596
-0.549793	-0.661215
-0.614332	-0.629568
-0.675134	-0.586465
-0.731118	-0.533216
-0.781308	-0.470591
-0.824822	-0.399674
-0.860895	-0.321783
-0.888902	-0.238361
-0.908363	-0.150862
-0.919064	-0.0631565
-0.920922	0.0260014
-0.913836	0.115704
-0.897652	0.207982
-0.872265	0.299759
-0.837736	0.390824
-0.794137	0.481163
-0.741533	0.570905
-0.679975	0.660258
-0.609491	0.749431
-0.530092	0.838548
-0.441787	0.927547
-0.344607	1.01605
-0.238644	1.10321
-0.124104	1.18758
-0.00138135	1.26688
0.12886	1.33794
0.265588	1.39661
0.407312	1.43788
0.55202	1.45628
0.697161	1.44654
0.839712	1.40447
0.976337	1.32803
1.10364	1.21801
1.21846	1.07836
1.31816	0.915704
1.40086	0.738294
1.46551	0.554686
1.51187	0.37248
1.54037	0.197498
1.55192	0.0334659
1.5477	-0.11787
1.52898	-0.256361
1.49702	-0.382999
1.45289	-0.499482
1.39752	-0.607874
1.33161	-0.710375
1.25563	-0.809167
1.16986	-0.90633
1.07435	-1.00378
0.969004	-1.10323
0.853536	-1.20611
0.727559	-1.31344
0.590605	-1.42565
0.442209	-1.54227
0.28202	-1.6615
0.109962	-1.77966
-0.0735509	-1.89059
-0.267343	-1.98524
-0.469192	-2.05174
-0.6756	-2.07642
-0.881729	-2.04617
-1.08163	-1.95183
-1.26881	-1.79171
-1.43707	-1.5735
-1.58141	-1.31331
-1.69867	-1.03195
-1.78777	-0.750008
-1.84946	-0.483771
-1.88581	-0.243379
-1.89963	-0.0330162
-1.8939	0.147641
-1.87144	0.301672
-1.83468	0.433447
-1.78563	0.547635
-1.72581	0.648657
-1.65636	0.740447
-1.57801	0.826409
-1.49122	0.909458
-1.39614	0.992106
-1.29271	1.07654
-1.18065	1.16469
-1.0595	1.25822
-0.928667	1.35852
-0.787412	1.46656
-0.634952	1.58264
-0.47052	1.70601
-0.293505	1.83427
-0.103662	1.9626
0.0986155	2.08294
0.311934	2.18343
0.533535	2.24859
0.759017	2.26106
0.982329	2.20519
1.19619	2.07194
1.39295	1.86329
1.56579	1.59355
1.70978	1.28631
1.82251	0.968206
1.90404	0.662445
1.9564	0.384784
1.98278	0.142798
1.98679	-0.0625501
1.97194	-0.234493
1.9413	-0.378288
1.8974	-0.499712
1.84221	-0.604224
1.77716	-0.696609
1.70329	-0.780905
1.62122	-0.860478
1.53129	-0.938144
1.43357	-1.01629
1.3279	-1.097
1.21395	-1.18209
1.09118	-1.27319
0.958942	-1.37163
0.81644	-1.47841
0.662826	-1.59388
0.497263	-1.71738
0.319061	-1.84666
0.127876	-1.97704
-0.0760059	-2.10059
-0.291307	-2.20543
-0.515371	-2.27583
-0.743854	-2.29384
-0.97069	-2.24287
-1.18847	-2.1128
-1.38935	-1.90476
-1.56623	-1.6328
-1.71392	-1.32099
-1.82982	-0.996954
-1.91391	-0.684986
-1.96825	-0.401696
-1.99609	-0.155128
-2.00116	0.0536291
-1.98709	0.227904
-1.95703	0.373144
-1.91361	0.495329
-1.85884	0.600095
-1.79422	0.692362
-1.72078	0.776266
-1.63921	0.855235
-1.54984	0.932124
-1.45277	1.00935
-1.34785	1.08899
-1.23476	1.1729
-1.11298	1.26271
-0.981851	1.35978
-0.840603	1.46518
-0.688376	1.57936
-0.524315	1.70186
-0.347688	1.83068
-0.158077	1.96155
0.0443539	2.08706
0.258501	2.19588
0.481931	2.27272
0.71055	2.29968
0.938514	2.25959
1.15854	2.14098
1.36275	1.94313
1.54382	1.67834
1.69622	1.36971
1.81696	1.04494
1.90567	0.729263
1.96416	0.4406
1.9956	0.188174
2.0037	-0.0261046
1.99214	-0.205121
1.96418	-0.354173
1.9225	-0.479264
1.86923	-0.586132
1.80594	-0.679825
1.73371	-0.764596
1.65329	-0.843974
1.56504	-0.920887
1.46911	-0.997808
1.36537	-1.07686
1.25354	-1.15993
1.13311	-1.24866
1.00345	-1.34449
0.863798	-1.44852
0.713306	-1.56132
0.55111	-1.6826
0.376447	-1.81066
0.188831	-1.94165
-0.0116861	-2.06869
-0.224174	-2.18108
-0.446434	-2.26411
-0.674645	-2.30012
-0.903226	-2.27149
-1.12508	-2.1655
-1.33233	-1.97949
-1.51749	-1.72376
-1.67468	-1.42006
-1.80048	-1.09589
-1.89414	-0.777289
-1.95718	-0.483501
-1.9926	-0.225073
-2.0041	-0.0049008
-1.99538	0.179328
-1.96978	0.33267
-1.93009	0.461106
-1.87851	0.570458
-1.8167	0.665895
-1.74581	0.751796
-1.66663	0.831793
-1.5796	0.908902
-1.48487	0.985657
-1.38238	1.06423
-1.27184	1.14654
-1.1528	1.23427
-1.02464	1.32889
-0.886616	1.43156
-0.73789	1.54297
-0.577593	1.66298
-0.404935	1.79016
-0.219374	1.92106
-0.020854	2.04934
0.189859	2.16493
0.410792	2.25373
0.638398	2.29839
0.867369	2.28102
1.09081	2.18774
1.30089	2.01401
1.49	1.76808
1.65191	1.47017
1.78279	1.14737
1.88148	0.826379
1.94918	0.527736
1.98874	0.26335
2.00376	0.0371818
1.998	-0.152435
1.97486	-0.310267
1.93724	-0.442237
1.88742	-0.554238
1.82713	-0.65156
1.75761	-0.738705
1.67971	-0.819419
1.5939	-0.896803
1.50038	-0.973458
1.39913	-1.05161
1.28989	-1.13321
1.17223	-1.21997
1.04556	-1.31341
0.909151	-1.41475
0.762175	-1.52476
0.603764	-1.64347
0.433107	-1.76969
0.249606	-1.90033
0.0531094	-2.02959
-0.155771	-2.14803
-0.375281	-2.24216
-0.60214	-2.29503
-0.83132	-2.28856
-1.05614	-2.20789
-1.26887	-2.04669
-1.46176	-1.81109
-1.6283	-1.5197
-1.76423	-1.19896
-1.86799	-0.876106
-1.94044	-0.572906
-1.98421	-0.302654
-2.00287	-0.0704369
-2.00016	0.124699
-1.97956	0.287177
-1.94406	0.422835
-1.89604	0.537624
-1.83731	0.636948
-1.76919	0.725435
-1.69257	0.806944
-1.60799	0.88467
-1.51569	0.961284
-1.41568	1.03906
-1.30772	1.12
-1.19143	1.20584
-1.06623	1.29813
-0.931419	1.39815
-0.786173	1.50676
-0.629628	1.62413
-0.460956	1.74931
-0.279512	1.87957
-0.0850553	2.00957
0.121949	2.13051
0.339951	2.22955
0.565937	2.29017
0.795156	2.29422
1.02117	2.22599
1.23634	2.07747
1.43285	1.8527
1.60391	1.56849
1.74486	1.25052
1.8537	0.926352
1.93096	0.618927
1.97906	0.342931
2.00144	0.104635
2.00186	-0.096135
1.98388	-0.263409
1.95057	-0.402908
1.90439	-0.52062
1.84726	-0.622062
1.78056	-0.711988
1.70524	-0.794373
1.62189	-0.872508
1.53081	-0.949138
1.43202	-1.02659
1.32535	-1.1069
1.21041	-1.19186
1.08667	-1.28304
0.953425	-1.38177
0.809887	-1.48899
0.655188	-1.605
0.488485	-1.72907
0.309092	-1.8588
0.116685	-1.98933
-0.0884036	-2.11245
-0.304825	-2.21597
-0.529817	-2.28388
-0.758914	-2.29805
-0.98592	-2.24206
-1.20334	-2.10631
-1.40329	-1.89279
-1.57875	-1.61643
-1.72467	-1.30193
-1.83862	-0.977035
-1.92076	-0.665753
-1.97326	-0.384167
-1.99945	-0.139781
-2.00311	0.0667284
-1.98782	0.238945
-1.95675	0.382435
-1.91247	0.50321
-1.85697	0.606889
-1.7917	0.698354
-1.7177	0.781697
-1.6356	0.860309
-1.54574	0.937012
-1.44817	1.0142
-1.34277	1.09393
-1.22917	1.17804
-1.10686	1.26814
-0.975174	1.3656
-0.833322	1.47143
-0.680447	1.58607
-0.515695	1.70897
-0.338344	1.83806
-0.147996	1.96891
0.0551453	2.09391
0.269917	2.20151
0.493804	2.27624
0.722622	2.30011
0.950433	2.2561
1.1699	2.13318
1.37312	1.93129
1.55286	1.66342
1.70368	1.35309
1.82274	1.02808
1.90981	0.713342
1.96679	0.426348
1.99691	0.175885
2.00388	-0.0364591
1.99137	-0.21376
1.96261	-0.361394
1.92027	-0.485373
1.86643	-0.591412
1.80263	-0.684517
1.72996	-0.768903
1.64912	-0.848063
1.56047	-0.9249
1.46413	-1.00186
1.35998	-1.08107
1.24771	-1.16437
1.12682	-1.25342
0.996668	-1.34964
0.856481	-1.4541
0.705409	-1.56735
0.542589	-1.68903
0.367269	-1.81736
0.178984	-1.94835
-0.022181	-2.07494
-0.23524	-2.18624
-0.457918	-2.26733
-0.686308	-2.30046
-0.914738	-2.26815
-1.13605	-2.15805
-1.34236	-1.96812
-1.52623	-1.70933
-1.68189	-1.40389
-1.80605	-1.07939
-1.8981	-0.761643
-1.95966	-0.469459
-1.99378	-0.212952
-2.00416	0.00530785
-1.99451	0.187832
-1.96813	0.339761
-1.92778	0.467089
-1.87565	0.575613
-1.81334	0.670464
-1.74202	0.75598
-1.66244	0.83576
-1.57501	0.912791
-1.47989	0.989586
-1.37699	1.0683
-1.26604	1.15085
-1.14655	1.23889
-1.01791	1.33389
-0.879367	1.43699
